name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
MakeFliesCureFromLooseTobacco,Base,Farming,40,Making,InHandCraft;Farming,,,true,,Farming:6,,base:makefliescure,,,*;Base.GardeningSprayEmpty,base:tobacco,Water,3,Base.GardeningSprayCigarettes,,true,false,Base.GardeningSprayCigarettes,Base.GardeningSprayCigarettes,,,,,,,,not-in-dataset: item 1 [Base.GardeningSprayEmpty] ; wildcard: item 1 [*] ; tags-only: item 8 tags[base:tobacco] ; no-nutrition: item 1 Base.GardeningSprayCigarettes,item 1 [Base.GardeningSprayEmpty] | item 1 [*] | -fluid 1.0 [Water] | item 8 tags[base:tobacco],item 1 Base.GardeningSprayCigarettes,recipes/recipes_farming.txt,67
MakeForearmBulletproofVestArmor,Base,Tailoring,300,CraftArmourPiece,AnySurfaceCraft,Tailoring:5,Tailoring:45,true,Tailoring:7,,,base:makebulletprooflimbarmor,,,Base.DuctTape;Base.Vest_BulletArmy;Base.Vest_BulletCivilian;Base.Vest_BulletPolice;Base.Vest_BulletSWAT,base:awl;base:heavythread;base:scissors;base:sewingneedle,,6,Base.Vambrace_BodyArmour_Left_Army;Base.Vambrace_BodyArmour_Left_Civ;Base.Vambrace_BodyArmour_Left_Police;Base.Vambrace_BodyArmour_Left_SWAT;Base.Vambrace_BodyArmour_Right_Army;Base.Vambrace_BodyArmour_Right_Civ;Base.Vambrace_BodyArmour_Right_Police;Base.Vambrace_BodyArmour_Right_SWAT,VestMapper1;VestMapper2,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,multi-type: item 1 [Base.Vest_BulletArmy;Base.Vest_BulletCivilian;Base.Vest_BulletPolice;Base.Vest_BulletSWAT] mappers[VestMapper1;VestMapper2] flags[Prop2] ; no-nutrition: item 2 [Base.DuctTape] ; tags-only: item 5 tags[base:heavythread] ; multi-type: item 1 mapper:VestMapper1 ; multi-type: item 1 mapper:VestMapper2,item 1 [Base.Vest_BulletArmy;Base.Vest_BulletCivilian;Base.Vest_BulletPolice;Base.Vest_BulletSWAT] mappers[VestMapper1;VestMapper2] flags[Prop2] | item 2 [Base.DuctTape] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 1 tags[base:scissors] mode:keep flags[IsNotDull;MayDegradeLight] | item 5 tags[base:heavythread] | item 1 tags[base:awl] mode:keep flags[MayDegradeLight],item 1 mapper:VestMapper1 | item 1 mapper:VestMapper2,recipes/recipes_tailoring_armor.txt,222
MakeForearmMagazineArmor,Base,Tailoring,100,CraftArmourPiece,InHandCraft;CanAlwaysBeResearched,,,,,,,base:makemagazinearmor,,Tooltip_Recipe_RuinsItem,Base.DuctTape,base:magazine,,2,Base.VambraceMagazine_Left,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:magazine] flags[Prop2] ; no-nutrition: item 2 [Base.DuctTape] flags[Prop1] ; not-in-dataset: item 1 Base.VambraceMagazine_Left,item 1 tags[base:magazine] flags[Prop2] | item 2 [Base.DuctTape] flags[Prop1],item 1 Base.VambraceMagazine_Left,recipes/recipes_tailoring_armor.txt,372
MakeFourLogStack,Base,Carpentry,60,Making,InHandCraft;CanBeDoneFromFloor,,,,,,,,RecipeCodeOnCreate.createLogStack,,Base.Log,base:rope,,2,Base.LogStacks4,,false,false,,,,,,,,,,not-in-dataset: item 4 [Base.Log] ; tags-only: item 2 tags[base:rope] ; not-in-dataset: item 1 Base.LogStacks4,item 4 [Base.Log] | item 2 tags[base:rope],item 1 Base.LogStacks4,recipes/recipes_carpentry.txt,171
MakeFriedOnionRings,Base,Cooking,80,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:3,true,,Cooking:6,,,,,Base.BakingSoda;Base.Bowl;Base.ClayBowl;Base.Onion,base:flour;base:meatcleaver;base:mixingutensil;base:sharpknife,,6,Base.FriedOnionRingsCraft,,false,false,Base.BakingSoda;Base.Bowl;Base.ClayBowl;Base.FriedOnionRingsCraft;Base.Onion,Base.BakingSoda;Base.FriedOnionRingsCraft;Base.Onion,,,,,,,,no-nutrition: item 2 [Base.BakingSoda] ; tags-only: item 1 tags[base:flour],item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[IsNotDull;SharpnessCheck] | item 1 tags[base:mixingutensil] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.Bowl;Base.ClayBowl] mode:keep flags[IsEmpty] | item 1 [Base.Onion] flags[InheritFoodAge;ItemCount] | item 2 [Base.BakingSoda] | item 1 tags[base:flour],item 2 Base.FriedOnionRingsCraft,recipes/recipes_cooking.txt,772
MakeFriedShrimp,Base,Cooking,10,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:3,true,,Cooking:6,,,,,Base.BakingSoda;Base.Shrimp,base:flour,,3,Base.ShrimpFriedCraft,,false,false,Base.BakingSoda;Base.Shrimp;Base.ShrimpFriedCraft,Base.BakingSoda;Base.Shrimp;Base.ShrimpFriedCraft,,,,,,,,no-nutrition: item 1 [Base.BakingSoda] ; tags-only: item 3 tags[base:flour],item 1 [Base.BakingSoda] | item 3 tags[base:flour] | item 1 [Base.Shrimp] flags[InheritFoodAge;ItemCount],item 1 Base.ShrimpFriedCraft,recipes/recipes_cooking.txt,751
MakeGarbageBagApron,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag;base:scissors;base:sharpknife,,3,Base.Apron_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 3 [Base.DuctTape] ; not-in-dataset: item 1 Base.Apron_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 3 [Base.DuctTape] | item 1 tags[base:sharpknife;base:scissors] mode:keep flags[SharpnessCheck;IsNotDull],item 1 Base.Apron_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,168
MakeGarbageBagBandeau,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Bandeau_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 1 [Base.DuctTape] ; not-in-dataset: item 1 Base.Bandeau_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 1 [Base.DuctTape],item 1 Base.Bandeau_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,373
MakeGarbageBagBriefs,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Briefs_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 1 [Base.DuctTape] ; not-in-dataset: item 1 Base.Briefs_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 1 [Base.DuctTape],item 1 Base.Briefs_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,391
MakeGarbageBagDress,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag;base:scissors;base:sharpknife,,3,Base.Dress_SmallGarbageStrapless,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 3 [Base.DuctTape] ; not-in-dataset: item 1 Base.Dress_SmallGarbageStrapless,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 3 [Base.DuctTape] | item 1 tags[base:sharpknife;base:scissors] mode:keep flags[SharpnessCheck;IsNotDull],item 1 Base.Dress_SmallGarbageStrapless,recipes/recipes_tailoring_garbageTapeAndTarp.txt,282
MakeGarbageBagHeadSack,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Hat_HeadSack_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 1 [Base.DuctTape] ; not-in-dataset: item 1 Base.Hat_HeadSack_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 1 [Base.DuctTape],item 1 Base.Hat_HeadSack_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,245
MakeGarbageBagKneeSkirt,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Skirt_Knees_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 Base.Skirt_Knees_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 2 [Base.DuctTape],item 1 Base.Skirt_Knees_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,319
MakeGarbageBagLongSkirt,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Skirt_Long_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 3 [Base.DuctTape] ; not-in-dataset: item 1 Base.Skirt_Long_Garbage,item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 3 [Base.DuctTape],item 1 Base.Skirt_Long_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,337
MakeGarbageBagPoncho,Base,Tailoring,200,SewingCloth,AnySurfaceCraft,Tailoring:1,Tailoring:9,,,,,,,,Base.DuctTape,base:garbagebag;base:scissors;base:sharpknife,,3,Base.PonchoGarbageBag,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 3 [Base.DuctTape] ; not-in-dataset: item 1 Base.PonchoGarbageBag,item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 3 [Base.DuctTape] | item 1 tags[base:sharpknife;base:scissors] mode:keep flags[SharpnessCheck;IsNotDull],item 1 Base.PonchoGarbageBag,recipes/recipes_tailoring_garbageTapeAndTarp.txt,128
MakeGarbageBagShortSkirt,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Skirt_Short_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 1 [Base.DuctTape] ; not-in-dataset: item 1 Base.Skirt_Short_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 1 [Base.DuctTape],item 1 Base.Skirt_Short_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,355
MakeGarbageBagSkirt,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag,,2,Base.Skirt_Normal_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 Base.Skirt_Normal_Garbage,item 2 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 2 [Base.DuctTape],item 1 Base.Skirt_Normal_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,301
MakeGarbageBagTankTop,Base,Tailoring,100,SewingCloth,AnySurfaceCraft,,Tailoring:6,,,,,,,,Base.DuctTape,base:garbagebag;base:scissors;base:sharpknife,,3,Base.Vest_Garbage,,false,false,Base.DuctTape,Base.DuctTape,,,,,,,,tags-only: item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] ; no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 Base.Vest_Garbage,item 1 tags[base:garbagebag] flags[Prop2;IsEmpty] | item 2 [Base.DuctTape] | item 1 tags[base:sharpknife;base:scissors] mode:keep flags[SharpnessCheck;IsNotDull],item 1 Base.Vest_Garbage,recipes/recipes_tailoring_garbageTapeAndTarp.txt,206
MakeGardenForkHeadWeapon,Base,Weaponry,600,CraftWeapon2H,AnySurfaceCraft,Woodwork:6,Woodwork:60,true,,Woodwork:8;Axe:8,,,,,Base.BaseballBat;Base.BaseballBat_Crafted;Base.GardenForkHead;Base.GardenForkHead_Forged;Base.LargeBranch;Base.LeatherStrips;Base.NutsBolts,base:carpentrychisel;base:drillmetal;base:mallet;base:saw;base:wrench,,9,Base.BaseballBat_GardenForkHead;Base.Cudgel_GardenForkHead,GardenForkHeadMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.BaseballBat;Base.BaseballBat_Crafted;Base.LargeBranch] mappers[GardenForkHeadMapper] flags[Prop2;InheritCondition] ; not-in-dataset: item 1 [Base.NutsBolts] ; multi-type: item 1 [Base.GardenForkHead;Base.GardenForkHead_Forged] flags[IsHeadPart] ; not-in-dataset: item 2 [Base.LeatherStrips] mode:destroy ; multi-type: item 1 mapper:GardenForkHeadMapper,item 1 tags[base:wrench] mode:keep flags[MayDegradeLight] | item 1 tags[base:saw] mode:keep flags[MayDegradeLight] | item 1 tags[base:carpentrychisel] mode:keep flags[MayDegradeLight] | item 1 tags[base:drillmetal] mode:keep flags[MayDegrade] | item 1 tags[base:mallet] mode:keep flags[MayDegradeLight] | item 1 [Base.BaseballBat;Base.BaseballBat_Crafted;Base.LargeBranch] mappers[GardenForkHeadMapper] flags[Prop2;InheritCondition] | item 1 [Base.NutsBolts] | item 1 [Base.GardenForkHead;Base.GardenForkHead_Forged] flags[IsHeadPart] | item 2 [Base.LeatherStrips] mode:destroy,item 1 mapper:GardenForkHeadMapper,recipes/recipes_improvised_weapons.txt,208
MakeGlassBlowingPipe,Base,Pottery,100,Craft_PotteryWheel,PotteryBench,Pottery:2,Pottery:35,,,,,,,,*;Base.Clay,,category:Water,2,Base.GlassBlowingPipeUnfired,,true,false,,,,,,,,,,not-in-dataset: item 2 [Base.Clay] ; not-in-dataset: item 1 Base.GlassBlowingPipeUnfired,item 2 [Base.Clay] | item 1 [*] mode:keep flags[ItemIsFluid] | -fluid 0.25 categories[Water] mode:mixture,item 1 Base.GlassBlowingPipeUnfired,entities/pottery/cratRecipes/craftrecipe_potterywheel.txt,192
MakeGlassBottle,Base,Glassmaking,120,Craft_Glassmaking,AnySurfaceCraft;Glassmaking,Glassmaking:3,Glassmaking:60,true,,Glassmaking:5,,,,,Base.CeramicCrucibleWithGlass;Base.GlassBlowingPipe,base:pliers,,3,Base.BottleCrafted,,false,false,Base.BottleCrafted;Base.CeramicCrucibleWithGlass,Base.CeramicCrucibleWithGlass,,,,,,,,no-nutrition: item 1 [Base.CeramicCrucibleWithGlass] ; no-nutrition: item 1 Base.BottleCrafted,item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 [Base.GlassBlowingPipe] mode:keep | item 1 [Base.CeramicCrucibleWithGlass],item 1 Base.BottleCrafted,recipes/recipes_glassmaking.txt,25
MakeGlassJar,Base,Glassmaking,100,Craft_Glassmaking,AnySurfaceCraft;Glassmaking,Glassmaking:5,Glassmaking:75,true,,Glassmaking:6,,,,,Base.CeramicCrucibleWithGlass;Base.GlassBlowingPipe,base:pliers,,3,Base.JarCrafted,,false,false,Base.CeramicCrucibleWithGlass;Base.JarCrafted,Base.CeramicCrucibleWithGlass,,,,,,,,no-nutrition: item 1 [Base.CeramicCrucibleWithGlass] ; no-nutrition: item 1 Base.JarCrafted,item 1 tags[base:pliers] mode:keep flags[MayDegradeLight] | item 1 [Base.GlassBlowingPipe] mode:keep | item 1 [Base.CeramicCrucibleWithGlass],item 1 Base.JarCrafted,recipes/recipes_glassmaking.txt,3
MakeGlassPanel,Base,Glassmaking,120,,AnySurfaceCraft;Glassmaking,,Glassmaking:25,true,,,,,,,Base.CeramicCrucibleWithGlass;Base.ClaySheetMold,,,2,Base.GlassPanel,,false,false,Base.CeramicCrucibleWithGlass,Base.CeramicCrucibleWithGlass,,,,,,,,no-nutrition: item 1 [Base.CeramicCrucibleWithGlass] ; not-in-dataset: item 1 Base.GlassPanel,item 1 [Base.ClaySheetMold] mode:keep | item 1 [Base.CeramicCrucibleWithGlass],item 1 Base.GlassPanel,recipes/recipes_glassmaking.txt,135
MakeGlassShiv,Base,Weaponry,100,CraftWeapon1H,InHandCraft,Maintenance:1,Maintenance:10,true,,Maintenance:3;SmallBlade:3,,,,,,base:brokenglass;base:simpleweaponbinding;base:tape,,2,Base.GlassShiv,,false,false,,,,,,,,,,tags-only: item 1 tags[base:brokenglass] flags[Prop2] ; tags-only: item 1 tags[base:simpleweaponbinding;base:tape] flags[DontReplace] ; not-in-dataset: item 1 Base.GlassShiv,item 1 tags[base:brokenglass] flags[Prop2] | item 1 tags[base:simpleweaponbinding;base:tape] flags[DontReplace],item 1 Base.GlassShiv,recipes/recipes_improvised_weapons.txt,746
MakeGravy,Base,Cooking,20,MixingBowl,InHandCraft;Cooking,,Cooking:3,,,,,,,,*;Base.Bowl;Base.ClayBowl;Base.GravyMix,base:mixingutensil,category:Water,4,Base.Gravy,,true,false,Base.Bowl;Base.ClayBowl;Base.Gravy;Base.GravyMix,Base.Gravy;Base.GravyMix,,,,,,,,no-nutrition: item 1 [Base.GravyMix] ; wildcard: item 1 [*],item 1 tags[base:mixingutensil] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.Bowl;Base.ClayBowl] mode:keep flags[IsEmpty] | item 1 [Base.GravyMix] | item 1 [*] | -fluid 1.0 categories[Water] mode:mixture,item 1 Base.Gravy,recipes/recipes_cooking.txt,730
MakeGuacamole,Base,Cooking,80,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:10,true,,Cooking:6,,,,,Base.Avocado;Base.Bowl;Base.ClayBowl;Base.Onion;Base.PepperJalapeno;Base.Salt;Base.SeasoningSalt;Base.Tomato,base:fork;base:meatcleaver;base:mixingutensil;base:sharpknife;base:spoon,,8,Base.Guacamole,,false,false,Base.Avocado;Base.Bowl;Base.ClayBowl;Base.Guacamole;Base.Onion;Base.PepperJalapeno;Base.Salt;Base.SeasoningSalt;Base.Tomato,Base.Avocado;Base.Guacamole;Base.Onion;Base.PepperJalapeno;Base.Salt;Base.SeasoningSalt;Base.Tomato,,,,,,,,multi-type: item 1 [Base.Salt;Base.SeasoningSalt],item 1 [Base.Bowl;Base.ClayBowl] mode:keep flags[IsEmpty] | item 1 tags[base:sharpknife;base:meatcleaver] mode:keep flags[SharpnessCheck] | item 1 tags[base:fork;base:mixingutensil;base:spoon] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.Avocado] flags[InheritFoodAge;ItemCount] | item 1 [Base.Onion] flags[InheritFoodAge;ItemCount] | item 1 [Base.Tomato] flags[InheritFoodAge;ItemCount] | item 1 [Base.PepperJalapeno] flags[InheritFoodAge] | item 1 [Base.Salt;Base.SeasoningSalt],item 5 Base.Guacamole,recipes/recipes_cooking.txt,796
MakeHalloweenPumpkin,Base,Cooking,60,MixingBowl,AnySurfaceCraft;Cooking,,Cooking:3,,,,,,,Tooltip_Recipe_NeedsUncooked,Base.Pumpkin,base:dullknife;base:sharpknife,,2,Base.HalloweenPumpkin,,false,true,Base.HalloweenPumpkin;Base.Pumpkin,Base.HalloweenPumpkin;Base.Pumpkin,0.0,0.0,0.0,0.0,0.0,0.0,Base.HalloweenPumpkin:thirstChange;Base.Pumpkin:thirstChange,,item 1 tags[base:sharpknife;base:dullknife] mode:keep flags[SharpnessCheck] | item 1 [Base.Pumpkin] flags[IsUncookedFoodItem;InheritFood;ItemCount],item 1 Base.HalloweenPumpkin,recipes/recipes_cooking.txt,985
MakeHollowBook,Base,,250,Making,InHandCraft,,,true,,Maintenance:10,,,,,Base.Brush;Base.Glue;Base.Scalpel;Base.StraightRazor,base:fancybook;base:hollowbook,,4,Base.HollowFancyBook,BookMapper,false,false,Base.Glue,Base.Glue,,,,,,,,tags-only: item 1 tags[base:hollowbook;base:fancybook] mappers[BookMapper] flags[Prop2;InheritName] ; no-nutrition: item 5 [Base.Glue] ; not-in-dataset: item 1 mapper:BookMapper,item 1 [Base.StraightRazor;Base.Scalpel] mode:keep flags[MayDegradeLight;Prop1] | item 1 [Base.Brush] mode:keep | item 1 tags[base:hollowbook;base:fancybook] mappers[BookMapper] flags[Prop2;InheritName] | item 5 [Base.Glue],item 1 mapper:BookMapper,recipes/recipes.txt,344
MakeHotDog,Base,Cooking,15,Making,InHandCraft;Cooking,,,,,,,,,,Base.BunsHotdog_single;Base.Hotdog_single,,,2,Base.Hotdog,,false,false,Base.BunsHotdog_single;Base.Hotdog;Base.Hotdog_single,Base.BunsHotdog_single;Base.Hotdog;Base.Hotdog_single,-142.0,-32.25,7.78,-5.15,0.0,0.0,Base.BunsHotdog_single:thirstChange;Base.Hotdog:thirstChange;Base.Hotdog_single:thirstChange,,item 1 [Base.BunsHotdog_single] flags[InheritFoodAge;ItemCount] | item 1 [Base.Hotdog_single] flags[InheritFoodAge;ItemCount],item 1 Base.Hotdog,recipes/recipes_cooking.txt,575
MakeImprovisedFlashlight,Base,Electrical,100,MakingElectrical,AnySurfaceCraft,Electricity:1,Electricity:10,true,,Electricity:3,,,,,Base.ElectricWire;Base.ElectronicsScrap;Base.LightBulb;Base.Screws,base:lightmetalsnips;base:pliers;base:screwdriver;base:smallsaw;base:smallsheetmetal;base:tincan,,8,Base.Flashlight_Crafted,,false,false,Base.Flashlight_Crafted,Base.Flashlight_Crafted,,,,,,,,not-in-dataset: item 1 [Base.ElectronicsScrap] ; not-in-dataset: item 1 [Base.LightBulb] ; not-in-dataset: item 1 [Base.ElectricWire] ; tags-only: item 1 tags[base:tincan;base:smallsheetmetal] mode:destroy flags[ItemCount] ; not-in-dataset: item 1 [Base.Screws] ; no-nutrition: item 1 Base.Flashlight_Crafted flags[HasNoUses],item 1 tags[base:screwdriver] mode:keep flags[Prop1] | item 1 tags[base:pliers] mode:keep flags[MayDegradeVeryLight] | item 1 tags[base:smallsaw;base:lightmetalsnips] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.ElectronicsScrap] | item 1 [Base.LightBulb] | item 1 [Base.ElectricWire] | item 1 tags[base:tincan;base:smallsheetmetal] mode:destroy flags[ItemCount] | item 1 [Base.Screws],item 1 Base.Flashlight_Crafted flags[HasNoUses],recipes/recipes_electrical.txt,101
MakeImprovisedGasMask,Base,Miscellaneous,80,Making,InHandCraft;Engineer,,Tailoring:5,true,,,,,RecipeCodeOnCreate.assignRagFilterLife,,Base.DuctTape;Base.PopBottle;Base.PopBottleRare;Base.RippedSheets;Base.WaterBottle,base:scissors;base:sharpknife,,4,Base.Hat_ImprovisedGasMask,,false,false,Base.DuctTape;Base.PopBottle;Base.PopBottleRare;Base.WaterBottle,Base.DuctTape,,,,,,,,no-nutrition: item 2 [Base.DuctTape] ; not-in-dataset: item 1 [Base.RippedSheets] mode:destroy ; multi-type: item 1 [Base.PopBottle;Base.PopBottleRare;Base.WaterBottle] flags[IsEmpty;ItemCount] ; not-in-dataset: item 1 Base.Hat_ImprovisedGasMask,item 1 tags[base:scissors;base:sharpknife] mode:keep flags[IsNotDull;SharpnessCheck] | item 2 [Base.DuctTape] | item 1 [Base.RippedSheets] mode:destroy | item 1 [Base.PopBottle;Base.PopBottleRare;Base.WaterBottle] flags[IsEmpty;ItemCount],item 1 Base.Hat_ImprovisedGasMask,recipes/recipes_gasmasks.txt,152
MakeImprovisedLantern,Base,Electrical,100,MakingElectrical,AnySurfaceCraft,Electricity:1,Electricity:10,true,,Electricity:3,,,,,Base.ElectricWire;Base.ElectronicsScrap;Base.LightBulb;Base.Screws;Base.Wire,base:lightmetalsnips;base:pliers;base:screwdriver;base:smallsaw;base:smallsheetmetal;base:tincan,,9,Base.Lantern_CraftedElectric,,false,false,Base.Lantern_CraftedElectric;Base.Wire,Base.Lantern_CraftedElectric;Base.Wire,,,,,,,,not-in-dataset: item 1 [Base.ElectronicsScrap] ; not-in-dataset: item 1 [Base.LightBulb] ; not-in-dataset: item 1 [Base.ElectricWire] ; tags-only: item 1 tags[base:tincan;base:smallsheetmetal] mode:destroy flags[ItemCount] ; not-in-dataset: item 1 [Base.Screws] ; no-nutrition: item 1 [Base.Wire] ; no-nutrition: item 1 Base.Lantern_CraftedElectric flags[HasNoUses],item 1 tags[base:screwdriver] mode:keep flags[Prop1] | item 1 tags[base:pliers] mode:keep flags[MayDegradeVeryLight] | item 1 tags[base:smallsaw;base:lightmetalsnips] mode:keep flags[MayDegradeVeryLight] | item 1 [Base.ElectronicsScrap] | item 1 [Base.LightBulb] | item 1 [Base.ElectricWire] | item 1 tags[base:tincan;base:smallsheetmetal] mode:destroy flags[ItemCount] | item 1 [Base.Screws] | item 1 [Base.Wire],item 1 Base.Lantern_CraftedElectric flags[HasNoUses],recipes/recipes_electrical.txt,128
MakeImprovisedLighter,Base,Electrical,100,Making,AnySurfaceCraft,,Electricity:5,true,,Electricity:5,,,,,Base.Battery;Base.DuctTape;Base.ElectricWire;Base.Scotchtape,,,3,Base.Lighter_Battery,,false,false,Base.Battery;Base.DuctTape;Base.Lighter_Battery,Base.Battery;Base.DuctTape;Base.Lighter_Battery,,,,,,,,not-in-dataset: item 1 [Base.ElectricWire] ; no-nutrition: item 1 [Base.Battery] mode:destroy flags[NotEmpty;InheritUses;ItemCount] ; multi-type: item 1 [Base.Scotchtape;Base.DuctTape] ; no-nutrition: item 1 Base.Lighter_Battery,item 1 [Base.ElectricWire] | item 1 [Base.Battery] mode:destroy flags[NotEmpty;InheritUses;ItemCount] | item 1 [Base.Scotchtape;Base.DuctTape],item 1 Base.Lighter_Battery,recipes/recipes_electrical.txt,156
